SORBI_3001G000100	Sobic.001G000100	Sb01g000200	-
SORBI_3005G227300	Sobic.005G227300	Sb05g027550	PTHR14155//PTHR14155:SF154 - RING FINGER DOMAIN-CONTAINING (1 of 6)
SORBI_3005G228000	Sobic.005G228000	Sb05g027600	similar to SNF7 family, putative
SORBI_3005G228400	Sobic.005G228400	Sb05g027640	similar to Os03g0593600 protein
SORBI_3005G228600	Sobic.005G228600	Sb05g027660	similar to GTP1/OBG family protein, expressed
SORBI_3005G228700	Sobic.005G228700	Sb05g027670	similar to Metallothionein-like protein 1
SORBI_3005G228900	Sobic.005G228900	Sb05g027690	similar to Glucan endo-1,3-beta-glucosidase precursor (EC 3.2.1.39) ((1->3)-beta- glucan endohydrolase) ((1->3)-beta-glucanase)
SORBI_3005G229000	Sobic.005G229000	Sb05g027700	similar to Pre-mRNA splicing factor
SORBI_3005G229100	Sobic.005G229100	Sb05g027710	similar to Leaf senescence protein-like
SORBI_3005G229400	Sobic.005G229400	Sb05g027740	similar to GRAS family transcription factor, putative
SORBI_3005G229500	Sobic.005G229500	Sb05g027750	similar to GRAS family transcription factor, putative
SORBI_3005G229600	Sobic.005G229600	Sb05g027760	PF03514 - GRAS domain family (GRAS) (1 of 81)
SORBI_3005G229700	Sobic.005G229700	Sb05g027770	weakly similar to GRAS family transcription factor, putative
SORBI_3005G230000	Sobic.005G230000	Sb05g027780	weakly similar to GRAS family transcription factor, putative
SORBI_3005G230200	Sobic.005G230200	Sb05g027783	weakly similar to GRAS family transcription factor, putative
SORBI_3005G230600	Sobic.005G230600	Sb05g027795	-
SORBI_3005G230600	Sobic.005G230600	Sb05g027795	PF03514 - GRAS domain family (GRAS) (1 of 81)
SORBI_3005G230800	Sobic.005G230800	Sb05g027810	PF03514 - GRAS domain family (GRAS) (1 of 81)
SORBI_3005G231000	Sobic.005G231000	Sb05g027830	weakly similar to GRAS family transcription factor, putative
SORBI_3005G231100	Sobic.005G231100	Sb05g027840	similar to Os11g0706100 protein
SORBI_3005G231300	Sobic.005G231300	Sb05g027850	similar to Thaumatin-like protein precursor
SORBI_3005G231500	Sobic.005G231500	Sb05g027870	similar to Ribulose bisphosphate carboxylase/oxygenase activase, chloroplast precursor
SORBI_3005G231600	Sobic.005G231600	Sb05g027880	similar to Ribulose bisphosphate carboxylase/oxygenase activase, chloroplast precursor
SORBI_3005G232000	Sobic.005G232000	Sb05g027920	similar to Thioesterase family protein
SORBI_3005G232100	Sobic.005G232100	Sb05g027930	similar to Putative uncharacterized protein P0478H03.8
SORBI_3006G000400	Sobic.006G000400	Sb06g000220	similar to Mitochondrial uncoupling protein 1
SORBI_3006G000800	Sobic.006G000800	Sb06g000240	weakly similar to Putative uncharacterized protein P0020E09.24
SORBI_3006G000900	Sobic.006G000900	Sb06g000250	similar to B1160F02.7 protein
SORBI_3006G001000	Sobic.006G001000	Sb06g000260	similar to H0102C09.4 protein
SORBI_3006G001100	Sobic.006G001100	Sb06g000270	similar to B1160F02.16 protein
SORBI_3006G001200	Sobic.006G001200	Sb06g000280	similar to H0102C09.6 protein
SORBI_3006G001400	Sobic.006G001400	Sb06g000310	-
SORBI_3006G001400	Sobic.006G001400	Sb06g000310	PTHR23155:SF442 - PH DOMAIN LEUCINE-RICH REPEAT-CONTAINING PROTEIN PHOSPHATASE 2 (1 of 5)
SORBI_3006G001800	Sobic.006G001800	Sb06g000340	weakly similar to NB-ARC domain containing protein, expressed
SORBI_3006G002000	Sobic.006G002000	Sb06g000370	similar to OSIGBa0123D13.3 protein
SORBI_3006G002100	Sobic.006G002100	Sb06g000380	similar to OSIGBa0123D13.3 protein
SORBI_3006G002400	Sobic.006G002400	Sb06g000410	similar to OSIGBa0123D13.5 protein
SORBI_3006G002600	Sobic.006G002600	Sb06g000430	similar to OSIGBa0148I18.1 protein
SORBI_3006G002700	Sobic.006G002700	Sb06g000440	similar to OSIGBa0148I18.3 protein
SORBI_3006G002800	Sobic.006G002800	Sb06g000450	similar to OSJNBa0094O15.14 protein
SORBI_3006G002900	Sobic.006G002900	Sb06g000460	similar to OSJNBa0094O15.15 protein
SORBI_3006G003000	Sobic.006G003000	Sb06g000470	similar to B0616E02-H0507E05.1 protein
SORBI_3006G003100	Sobic.006G003100	Sb06g000480	similar to B0616E02-H0507E05.2 protein
SORBI_3006G003200	Sobic.006G003200	Sb06g000490	similar to Class III peroxidase 52 precursor
SORBI_3006G003300	Sobic.006G003300	Sb06g000495	similar to B0616E02-H0507E05.4 protein
SORBI_3006G003400	Sobic.006G003400	Sb06g000500	similar to B0616E02-H0507E05.3 protein
SORBI_3006G003500	Sobic.006G003500	Sb06g000510	similar to B0616E02-H0507E05.3 protein
SORBI_3006G003600	Sobic.006G003600	Sb06g000520	similar to H0505F09.4 protein
SORBI_3006G003700	Sobic.006G003700	Sb06g000530	similar to B0616E02-H0507E05.3 protein
SORBI_3006G004200	Sobic.006G004200	Sb06g000540	similar to OSJNBb0085F13.3 protein
SORBI_3006G004300	Sobic.006G004300	Sb06g000550	similar to B0616E02-H0507E05.6 protein
SORBI_3006G004500	Sobic.006G004500	Sb06g000580	similar to B0616E02-H0507E05.7 protein
SORBI_3006G004600	Sobic.006G004600	Sb06g000590	similar to B0616E02-H0507E05.10 protein
SORBI_3006G004700	Sobic.006G004700	Sb06g000600	similar to B0616E02-H0507E05.10 protein
SORBI_3006G004900	Sobic.006G004900	Sb06g000620	similar to B0616E02-H0507E05.10 protein
SORBI_3006G005000	Sobic.006G005000	Sb06g000630	weakly similar to B0616E02-H0507E05.9 protein
SORBI_3006G005200	Sobic.006G005200	Sb06g000640	similar to B0616E02-H0507E05.10 protein
SORBI_3006G005300	Sobic.006G005300	Sb06g000650	similar to B0616E02-H0507E05.12 protein
SORBI_3006G005600	Sobic.006G005600	Sb06g000660	similar to Heat shock protein 82
SORBI_3006G005700	Sobic.006G005700	Sb06g000665	weakly similar to Os03g0393700 protein
SORBI_3006G005800	Sobic.006G005800	Sb06g000670	weakly similar to Putative uncharacterized protein OJ1212_C01.30
SORBI_3006G005900	Sobic.006G005900	Sb06g000680	weakly similar to Serine carboxypeptidase family protein, expressed
SORBI_3006G006300	Sobic.006G006300	Sb06g000720	similar to BTB/POZ domain containing protein, expressed
SORBI_3006G006500	Sobic.006G006500	Sb06g000740	similar to Os10g0429400 protein
SORBI_3006G006800	Sobic.006G006800	Sb06g000760	similar to Putative uncharacterized protein OSJNBb0024N19.5
SORBI_3006G007100	Sobic.006G007100	Sb06g000780	weakly similar to OSJNBb0085F13.15 protein
SORBI_3006G007300	Sobic.006G007300	Sb06g000790	weakly similar to Triticum aestivum sulfur-rich/thionin-like protein
SORBI_3006G007700	Sobic.006G007700	Sb06g000800	PTHR13533:SF11 - O-ACETYLTRANSFERASE CAS1P-LIKE PROTEIN-RELATED (1 of 2)
SORBI_3006G007800	Sobic.006G007800	Sb06g000810	similar to H0201G08.6 protein
SORBI_3006G007900	Sobic.006G007900	Sb06g000820	similar to O-methyltransferase ZRP4
SORBI_3006G008100	Sobic.006G008100	Sb06g000830	similar to H0201G08.7 protein
SORBI_3006G008200	Sobic.006G008200	Sb06g000840	similar to H0124B04.12 protein
SORBI_3006G008300	Sobic.006G008300	Sb06g000850	weakly similar to H0201G08.8 protein
SORBI_3006G008400	Sobic.006G008400	Sb06g000860	similar to H0201G08.9 protein
SORBI_3006G008600	Sobic.006G008600	Sb06g000870	similar to H0201G08.11 protein
SORBI_3006G008800	Sobic.006G008800	Sb06g000890	PTHR12081//PTHR12081:SF49 - TRANSCRIPTION FACTOR E2F (1 of 1)
SORBI_3006G009000	Sobic.006G009000	Sb06g000920	weakly similar to Zinc finger (C3HC4-type RING finger)-like protein
SORBI_3006G009500	Sobic.006G009500	Sb06g000970	similar to Os04g0115500 protein
SORBI_3006G009700	Sobic.006G009700	Sb06g000985	weakly similar to Os04g0115900 protein
SORBI_3006G009900	Sobic.006G009900	Sb06g001000	weakly similar to OSJNBb0050O03.3 protein
SORBI_3006G010100	Sobic.006G010100	Sb06g001020	4.2.3.104 - Alpha-humulene synthase / ZSS1 (1 of 12)
SORBI_3006G010200	Sobic.006G010200	Sb06g001030	1.14.13.144 - 9-beta-pimara-7,15-diene oxidase / CYP99A3 (1 of 4)
SORBI_3006G010301	Sobic.006G010301	Sb06g001040	4.2.3.123 - Beta-sesquiphellandrene synthase / Tps1 (1 of 7)
SORBI_3006G010400	Sobic.006G010400	Sb06g001050	similar to H0613H07.1 protein
SORBI_3006G010600	Sobic.006G010600	Sb06g001060	similar to H0613H07.6 protein
SORBI_3006G010800	Sobic.006G010800	Sb06g001080	similar to Os05g0147300 protein
SORBI_3006G011000	Sobic.006G011000	Sb06g001100	similar to Arginine/serine-rich splicing factor 1
SORBI_3006G011100	Sobic.006G011100	Sb06g001110	weakly similar to H0716A07.5 protein
SORBI_3006G011200	Sobic.006G011200	Sb06g001120	similar to H0716A07.7 protein
SORBI_3006G011300	Sobic.006G011300	Sb06g001130	similar to H0716A07.8 protein
SORBI_3006G011400	Sobic.006G011400	Sb06g001140	similar to OSJNBb0089K24.4 protein
SORBI_3006G012200	Sobic.006G012200	Sb06g001210	similar to OSIGBa0131J24.1 protein
SORBI_3006G012300	Sobic.006G012300	Sb06g001220	similar to OSIGBa0131J24.2 protein
SORBI_3006G012400	Sobic.006G012400	Sb06g001230	similar to OSIGBa0131J24.4 protein
SORBI_3006G012500	Sobic.006G012500	Sb06g001240	similar to OSIGBa0131J24.5 protein
SORBI_3006G012700	Sobic.006G012700	Sb06g001250	similar to OSIGBa0131J24.6 protein
SORBI_3006G012800	Sobic.006G012800	Sb06g001260	similar to Putative glutaryl-CoA dehydrogenase
SORBI_3006G012900	Sobic.006G012900	Sb06g001270	similar to OSJNBb0080H08.21 protein
SORBI_3006G013000	Sobic.006G013000	Sb06g001280	PTHR10978 - SUCCINATE DEHYDROGENASE CYTOCHROME B560 SUBUNIT (1 of 2)
SORBI_3006G013100	Sobic.006G013100	Sb06g001290	similar to Os04g0132300 protein
SORBI_3006G013300	Sobic.006G013300	Sb06g001310	similar to Os04g0132500 protein
SORBI_3006G013500	Sobic.006G013500	Sb06g001320	similar to Cytidine/deoxycytidylate deaminase-like protein
SORBI_3006G013700	Sobic.006G013700	Sb06g001340	similar to SET1
SORBI_3006G013800	Sobic.006G013800	Sb06g001350	PTHR11911//PTHR11911:SF106 - INOSINE-5-MONOPHOSPHATE DEHYDROGENASE RELATED (1 of 2)
SORBI_3006G013900	Sobic.006G013900	Sb06g001360	similar to Putative DNA-directed RNA polymerase II 13.6K chain
SORBI_3006G014000	Sobic.006G014000	Sb06g001370	similar to B0616E02-H0507E05.10 protein
SORBI_3006G014100	Sobic.006G014100	Sb06g001380	similar to OSJNBa0095E20.6 protein
SORBI_3006G014200	Sobic.006G014200	Sb06g001390	similar to Storage protein-like
SORBI_3006G014400	Sobic.006G014400	Sb06g001410	PTHR31683:SF20 - PECTATE LYASE 1-RELATED (1 of 1)
SORBI_3006G014700	Sobic.006G014700	Sb06g001430	similar to H0209A05.10 protein
SORBI_3006G014800	Sobic.006G014800	Sb06g001440	similar to Putative uncharacterized protein OSJNBb0076N15.14
SORBI_3006G014900	Sobic.006G014900	Sb06g001450	similar to Coleoptile phototropism protein 1
SORBI_3006G015000	Sobic.006G015000	Sb06g001460	weakly similar to OSIGBa0147M20.2 protein
SORBI_3006G015400	Sobic.006G015400	Sb06g001490	weakly similar to OSIGBa0147M20.2 protein
SORBI_3006G015600	Sobic.006G015600	Sb06g001510	weakly similar to OSIGBa0102O13.12 protein
SORBI_3006G015700	Sobic.006G015700	Sb06g001520	weakly similar to OSIGBa0102O13.13 protein
SORBI_3006G015800	Sobic.006G015800	Sb06g001540	similar to Pullulanase-type starch debranching enzyme
SORBI_3006G015900	Sobic.006G015900	Sb06g001550	similar to OSJNBa0019G23.3 protein
SORBI_3006G016200	Sobic.006G016200	Sb06g001560	similar to OSJNBa0019G23.7 protein
SORBI_3006G016500	Sobic.006G016500	Sb06g001570	weakly similar to Arabidopsis thaliana genomic DNA, chromosome 5, TAC clone:K9B18
SORBI_3006G016600	Sobic.006G016600	Sb06g001580	similar to OSJNBa0019G23.8 protein
SORBI_3006G016900	Sobic.006G016900	Sb06g001610	similar to Cysteine synthase
SORBI_3006G017000	Sobic.006G017000	Sb06g001620	similar to Os03g0339100 protein
SORBI_3006G017200	Sobic.006G017200	Sb06g001640	weakly similar to Os04g0166000 protein
SORBI_3006G017400	Sobic.006G017400	Sb06g001645	weakly similar to Os04g0166000 protein
SORBI_3006G017500	Sobic.006G017500	Sb06g001650	weakly similar to Os04g0166000 protein
SORBI_3006G017800	Sobic.006G017800	Sb06g001680	similar to OSIGBa0136O08-OSIGBa0153H12.2 protein
SORBI_3006G018100	Sobic.006G018100	Sb06g001690	similar to Germin-like protein 1
SORBI_3006G018200	Sobic.006G018200	Sb06g001700	similar to OSIGBa0136O08-OSIGBa0153H12.9 protein
SORBI_3006G018300	Sobic.006G018300	Sb06g001710	similar to OSIGBa0136O08-OSIGBa0153H12.9 protein
SORBI_3006G018400	Sobic.006G018400	Sb06g001720	-
SORBI_3006G018400	Sobic.006G018400	Sb06g001720	PTHR13832//PTHR13832:SF307 - PROTEIN PHOSPHATASE 2C (1 of 1)
SORBI_3006G018600	Sobic.006G018600	Sb06g001730	-
SORBI_3006G018800	Sobic.006G018800	Sb06g001740	similar to Ethylene receptor homologue
SORBI_3006G018900	Sobic.006G018900	Sb06g001750	similar to P0650D04.6 protein
SORBI_3006G019300	Sobic.006G019300	Sb06g001810	similar to Os07g0405100 protein
SORBI_3006G019700	Sobic.006G019700	Sb06g001830	similar to OSJNBa0039G19.9 protein
SORBI_3006G020200	Sobic.006G020200	Sb06g001870	weakly similar to B1168G10.9 protein
SORBI_3006G020300	Sobic.006G020300	Sb06g001890	weakly similar to Os04g0194400 protein
SORBI_3006G020500	Sobic.006G020500	Sb06g001920	similar to H0207B04.6 protein
SORBI_3006G020900	Sobic.006G020900	Sb06g001950	similar to H0515C11.13 protein
SORBI_3006G021100	Sobic.006G021100	Sb06g001970	PTHR31356:SF8 - L-ASCORBATE PEROXIDASE 5, PEROXISOMAL (1 of 1)
SORBI_3006G021250	Sobic.006G021250	Sb06g001990	PTHR23155//PTHR23155:SF538 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 6)
SORBI_3006G021500	Sobic.006G021500	Sb06g002020	similar to Os04g0212200 protein
SORBI_3006G021600	Sobic.006G021600	Sb06g002030	similar to Thylakoid lumenal 15.0 kDa protein 2, chloroplast precursor
SORBI_3006G021700	Sobic.006G021700	Sb06g002040	similar to OSJNBa0083I11.13 protein
SORBI_3006G021800	Sobic.006G021800	Sb06g002050	similar to Uncharacterized protein family UPF0016 containing protein, expressed
SORBI_3006G021900	Sobic.006G021900	Sb06g002070	similar to OSJNBb0022P19.1 protein
SORBI_3006G022200	Sobic.006G022200	Sb06g002080	similar to MRP-like ABC transporter
SORBI_3006G022400	Sobic.006G022400	Sb06g002090	weakly similar to Os04g0208500 protein
SORBI_3006G022500	Sobic.006G022500	Sb06g002100	weakly similar to Os04g0208500 protein
SORBI_3006G022900	Sobic.006G022900	Sb06g002120	similar to Putative cytochrome P450 71C4
SORBI_3006G023000	Sobic.006G023000	Sb06g002130	similar to OSIGBa0147O06.5 protein
SORBI_3006G023200	Sobic.006G023200	Sb06g002140	similar to OSIGBa0147O06.5 protein
SORBI_3006G023300	Sobic.006G023300	Sb06g002150	similar to OSIGBa0147O06.5 protein
SORBI_3006G023400	Sobic.006G023400	Sb06g002160	similar to OSIGBa0147O06.5 protein
SORBI_3006G023900	Sobic.006G023900	Sb06g002170	similar to OSIGBa0147O06.5 protein
SORBI_3006G024000	Sobic.006G024000	Sb06g002180	similar to OSIGBa0147O06.8 protein
SORBI_3006G024200	Sobic.006G024200	Sb06g002200	similar to H0512B01.12 protein
SORBI_3006G024400	Sobic.006G024400	Sb06g002210	similar to H0512B01.12 protein
SORBI_3006G024500	Sobic.006G024500	Sb06g002220	similar to CBS domain containing protein-like
SORBI_3006G024600	Sobic.006G024600	Sb06g002240	PTHR22950//PTHR22950:SF294 - AMINO ACID TRANSPORTER (1 of 1)
SORBI_3006G024700	Sobic.006G024700	Sb06g002250	similar to H0512B01.6 protein
SORBI_3006G025066	Sobic.006G025066	Sb06g002267	PF01476 - LysM domain (LysM) (1 of 27)
SORBI_3006G025200	Sobic.006G025200	Sb06g002290	-
SORBI_3006G025300	Sobic.006G025300	Sb06g002300	similar to Os04g0194500 protein
SORBI_3006G026200	Sobic.006G026200	Sb06g002510	similar to OSIGBa0160I04.2 protein
SORBI_3006G026250	Sobic.006G026250	Sb06g002515	PF03101//PF10551 - FAR1 DNA-binding domain (FAR1)  // MULE transposase domain (MULE) (1 of 10)
SORBI_3006G026700	Sobic.006G026700	Sb06g002520	similar to Os04g0188400 protein
SORBI_3006G026800	Sobic.006G026800	Sb06g002540	similar to Putative phosphate transporter
SORBI_3006G026900	Sobic.006G026900	Sb06g002560	similar to OSIGBa0113D21.1 protein
SORBI_3006G027200	Sobic.006G027200	Sb06g002790	similar to OSIGBa0132G14.2 protein
SORBI_3006G027300	Sobic.006G027300	Sb06g002800	similar to OSIGBa0132G14.3 protein
SORBI_3006G027700	Sobic.006G027700	Sb06g002840	similar to OSIGBa0140C02.5 protein
SORBI_3006G027800	Sobic.006G027800	Sb06g002850	-
SORBI_3006G027800	Sobic.006G027800	Sb06g002850	PTHR23155//PTHR23155:SF504 - LEUCINE-RICH REPEAT-CONTAINING PROTEIN (1 of 2)
SORBI_3006G027900	Sobic.006G027900	Sb06g002860	similar to OSIGBa0140C02.3 protein
SORBI_3006G028000	Sobic.006G028000	Sb06g002870	similar to OSIGBa0140C02.3 protein
SORBI_3006G028100	Sobic.006G028100	Sb06g002880	similar to OSJNBb0006L01.5 protein
SORBI_3006G028300	Sobic.006G028300	Sb06g002900	similar to OSIGBa0101K10.4 protein
SORBI_3006G028400	Sobic.006G028400	Sb06g002920	similar to OSIGBa0101K10.4 protein
SORBI_3006G028500	Sobic.006G028500	Sb06g002930	similar to OSIGBa0101K10.4 protein
SORBI_3006G028600	Sobic.006G028600	Sb06g002950	similar to OSIGBa0101K10.5 protein
SORBI_3006G028700	Sobic.006G028700	Sb06g002953	-
SORBI_3006G028700	Sobic.006G028700	Sb06g002953	PF04195 - Putative gypsy type transposon (Transposase_28) (1 of 16)
SORBI_3006G028900	Sobic.006G028900	Sb06g002990	similar to OSIGBa0101K10.4 protein
SORBI_3006G029100	Sobic.006G029100	Sb06g003010	similar to Os04g0177600 protein
SORBI_3006G029200	Sobic.006G029200	Sb06g003020	weakly similar to Subtilisin-like serine protease
SORBI_3006G029300	Sobic.006G029300	Sb06g003030	similar to OSJNBa0096F01.3 protein
SORBI_3006G029700	Sobic.006G029700	Sb06g003053	similar to OSIGBa0101A01.3 protein
SORBI_3006G029800	Sobic.006G029800	Sb06g003070	similar to Os05g0295800 protein
SORBI_3006G029900	Sobic.006G029900	Sb06g003080	similar to Pre-mRNA splicing factor cwc22, putative, expressed
SORBI_3006G030100	Sobic.006G030100	Sb06g003090	similar to Acetyl-coenzyme A carboxylase
SORBI_3006G030300	Sobic.006G030300	Sb06g003120	similar to OSJNBb0015G09.11 protein
SORBI_3006G030800	Sobic.006G030800	Sb06g003160	similar to Glucose-6-phosphate 1-dehydrogenase
SORBI_3006G031100	Sobic.006G031100	Sb06g003180	similar to OSJNBb0096E05.8 protein
SORBI_3006G031200	Sobic.006G031200	Sb06g003190	similar to OSJNBb0015G09.12 protein
SORBI_3006G031300	Sobic.006G031300	Sb06g003200	similar to H0209A05.1 protein
SORBI_3006G031400	Sobic.006G031400	Sb06g003210	similar to H0209A05.2 protein
SORBI_3006G031900	Sobic.006G031900	Sb06g003250	similar to Alpha-expansin 3 precursor
SORBI_3006G032100	Sobic.006G032100	Sb06g003270	similar to H0211F06-OSIGBa0153M17.2 protein
SORBI_3006G032200	Sobic.006G032200	Sb06g003280	similar to H0211F06-OSIGBa0153M17.4 protein
SORBI_3006G032300	Sobic.006G032300	Sb06g003290	similar to HECT ubiquitin-protein ligase 3
SORBI_3006G032700	Sobic.006G032700	Sb06g003340	similar to Os04g0249600 protein
SORBI_3006G032800	Sobic.006G032800	Sb06g003350	similar to Os05g0304900 protein
SORBI_3006G032900	Sobic.006G032900	Sb06g003360	similar to Chromosome chr11 scaffold_14, whole genome shotgun sequence
SORBI_3006G033200	Sobic.006G033200	Sb06g003780	similar to Probable protein transport Sec1a
SORBI_3006G033500	Sobic.006G033500	Sb06g003990	similar to OSIGBa0107A02.1 protein
SORBI_3006G033700	Sobic.006G033700	Sb06g004000	similar to H0117D06-OSIGBa0088B06.9 protein
SORBI_3006G033800	Sobic.006G033800	Sb06g004030	1.14.13.53 - 4'-methoxyisoflavone 2'-hydroxylase / Isoflavone 2'-monooxygenase (1 of 1)
SORBI_3006G034000	Sobic.006G034000	Sb06g004040	similar to Putative uncharacterized protein At3g60800
SORBI_3006G034250	Sobic.006G034250	Sb06g004070	PTHR11697:SF116 - AC-LIKE TRANSPOSASE-RELATED (1 of 1)
SORBI_3006G034300	Sobic.006G034300	Sb06g004280	similar to OSIGBa0139I12.3 protein
SORBI_3006G034400	Sobic.006G034400	Sb06g004290	similar to Os04g0269600 protein
SORBI_3006G034500	Sobic.006G034500	Sb06g004300	similar to GTP-binding protein
SORBI_3006G034800	Sobic.006G034800	Sb06g004500	similar to OSJNBb0067G11.11 protein
SORBI_3006G035300	Sobic.006G035300	Sb06g004530	similar to Os04g0298600 protein
SORBI_3006G035500	Sobic.006G035500	Sb06g004550	similar to OSIGBa0111I14.1 protein
SORBI_3006G035600	Sobic.006G035600	Sb06g004750	similar to OSJNBa0038P21.12 protein
SORBI_3006G035800	Sobic.006G035800	Sb06g004765	PTHR20917 - PNAS-RELATED (1 of 2)
SORBI_3006G035900	Sobic.006G035900	Sb06g004770	similar to 40S ribosomal protein S8
SORBI_3006G036100	Sobic.006G036100	Sb06g004980	-
SORBI_3006G036100	Sobic.006G036100	Sb06g004980	KOG2300 - Uncharacterized conserved protein (1 of 1)
SORBI_3006G036300	Sobic.006G036300	Sb06g005000	similar to OSIGBa0131F24.5 protein
SORBI_3006G036400	Sobic.006G036400	Sb06g005210	similar to OSJNBb0043H09.3 protein
SORBI_3006G036900	Sobic.006G036900	Sb06g005410	similar to OSIGBa0147O06.5 protein
SORBI_3006G037100	Sobic.006G037100	Sb06g005440	similar to OSIGBa0131F24.4 protein
SORBI_3006G037300	Sobic.006G037300	Sb06g005640	similar to OSIGBa0131F24.1 protein
SORBI_3006G037500	Sobic.006G037500	Sb06g005670	similar to OSJNBa0094P09.4 protein
SORBI_3006G037650	Sobic.006G037650	Sb06g005680	PTHR22849//PTHR22849:SF29 - WDSAM1 PROTEIN (1 of 3)
SORBI_3006G038200	Sobic.006G038200	Sb06g006110	similar to H0117D06-OSIGBa0088B06.7 protein
SORBI_3006G038300	Sobic.006G038300	Sb06g006310	PTHR24411:SF35 - BTB/POZ AND MATH DOMAIN-CONTAINING PROTEIN 1-RELATED (1 of 3)
SORBI_3006G038400	Sobic.006G038400	Sb06g006510	similar to OSIGBa0138E08-OSIGBa0161L23.9 protein
SORBI_3006G038500	Sobic.006G038500	Sb06g006720	PTHR11082:SF29 - TRNA-DIHYDROURIDINE SYNTHASE (1 of 1)
SORBI_3006G038800	Sobic.006G038800	Sb06g006920	similar to Os09g0506000 protein
SORBI_3006G039100	Sobic.006G039100	Sb06g007120	weakly similar to Os04g0357700 protein
SORBI_3006G039500	Sobic.006G039500	Sb06g007540	4.1.1.36 - Phosphopantothenoylcysteine decarboxylase / N-((R)-4'-phosphopantothenoyl)-L-cysteine carboxy-lyase (1 of 5)
SORBI_3006G039800	Sobic.006G039800	Sb06g007940	similar to OSIGBa0148D14.7 protein
SORBI_3006G040000	Sobic.006G040000	Sb06g007950	similar to OSIGBa0130K07.7 protein
SORBI_3006G040700	Sobic.006G040700	Sb06g008585	PTHR24078:SF279 - DUPLICATED SANT DNA-BINDING DOMAIN-CONTAINING PROTEIN (1 of 8)
SORBI_3006G041000	Sobic.006G041000	Sb06g008990	similar to OSIGBa0140A01.6 protein
SORBI_3006G041700	Sobic.006G041700	Sb06g009610	similar to H0502B11.10 protein
SORBI_3006G041800	Sobic.006G041800	Sb06g009810	similar to OSJNBb0006N15.9 protein
SORBI_3006G042000	Sobic.006G042000	Sb06g009921	PTHR13989//PTHR13989:SF19 - REPLICATION PROTEIN A-RELATED (1 of 4)
SORBI_3006G042100	Sobic.006G042100	Sb06g010020	similar to Retinoblastoma related protein RBR1
SORBI_3006G042200	Sobic.006G042200	Sb06g010096	similar to OSJNBa0069D17.7 protein
SORBI_3006G042500	Sobic.006G042500	Sb06g010430	weakly similar to OSIGBa0140A01.11 protein
SORBI_3006G042800	Sobic.006G042800	Sb06g010440	weakly similar to OSIGBa0140A01.10 protein
SORBI_3006G043600	Sobic.006G043600	Sb06g010850	PTHR12411//PTHR12411:SF380 - CYSTEINE PROTEASE FAMILY C1-RELATED (1 of 1)
SORBI_3006G043700	Sobic.006G043700	Sb06g010860	similar to OSJNBb0006N15.11 protein
SORBI_3006G043800	Sobic.006G043800	Sb06g010870	similar to Os08g0106000 protein
SORBI_3006G044100	Sobic.006G044100	Sb06g011070	similar to Putative cytochrome P450 71C4
SORBI_3006G044200	Sobic.006G044200	Sb06g011080	similar to Os04g0376400 protein
SORBI_3006G044400	Sobic.006G044400	Sb06g011100	similar to OSIGBa0097I24.1 protein
SORBI_3006G045000	Sobic.006G045000	Sb06g011401	similar to OSIGBa0148P16.1 protein
SORBI_3006G045301	Sobic.006G045301	Sb06g011681	PTHR33538:SF2 - PROTEIN GAMETE EXPRESSED 1 (1 of 3)
SORBI_3006G045800	Sobic.006G045800	Sb06g011765	1.14.13.119 - 5-epiaristolochene 1,3-dihydroxylase / EAH (1 of 1)
SORBI_3006G046500	Sobic.006G046500	Sb06g011780	similar to Putative Deoxyhypusine synthase
SORBI_3006G046600	Sobic.006G046600	Sb06g011790	similar to OSJNBa0072D21.15 protein
SORBI_3006G046700	Sobic.006G046700	Sb06g011800	similar to OSJNBa0072D21.14 protein
SORBI_3006G046900	Sobic.006G046900	Sb06g011810	similar to OSIGBa0092E09.7 protein
SORBI_3006G047000	Sobic.006G047000	Sb06g011820	similar to OSIGBa0092E09.6 protein
SORBI_3006G047100	Sobic.006G047100	Sb06g011830	similar to OSJNBa0072D21.9 protein
SORBI_3006G047200	Sobic.006G047200	Sb06g012030	weakly similar to OSIGBa0092E09.4 protein
SORBI_3006G047300	Sobic.006G047300	Sb06g012040	similar to OSIGBa0092E09.3 protein
SORBI_3006G047400	Sobic.006G047400	Sb06g012050	similar to 60S ribosomal protein L37a-2
SORBI_3006G047500	Sobic.006G047500	Sb06g012060	similar to OSIGBa0092E09.2 protein
SORBI_3006G048000	Sobic.006G048000	Sb06g012280	similar to Putative cis-zeatin O-glucosyltransferase
SORBI_3006G048400	Sobic.006G048400	Sb06g012300	similar to Os04g0380200 protein
SORBI_3006G048700	Sobic.006G048700	Sb06g012520	similar to Acyl-[acyl-carrier-protein] desaturase, chloroplast precursor
SORBI_3006G048775	Sobic.006G048775	Sb06g012621	similar to Peptidyl-prolyl cis-trans isomerase
SORBI_3006G049100	Sobic.006G049100	Sb06g012940	weakly similar to OSJNBb0089B03.5 protein
SORBI_3006G049200	Sobic.006G049200	Sb06g012950	similar to Os04g0379700 protein
SORBI_3006G049600	Sobic.006G049600	Sb06g013020	similar to OSJNBa0083D01.21 protein
SORBI_3006G049700	Sobic.006G049700	Sb06g013230	similar to OSIGBa0135C09.6 protein
