v5 Gene Model ID	v4 Gene Model ID	v3 Gene Model ID	Gene Symbol	Full Name	Source
Zm00001eb002470	Zm00001d027508	GRMZM2G109566	GRMZM2G109566		Gene Model - MaizeGDB
Zm00001eb002480	Zm00001d027509	EU942208	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027509	EU976248	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027509	GECS01015404	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027509	GRMZM2G109509	nlp7	NLP-transcription factor 7	Gene Model - MaizeGDB
Zm00001eb002480	Zm00001d027509	GRMZM2G409976	nlp7	NLP-transcription factor 7	Grassius
Zm00001eb002480	Zm00001d027510	EU942208	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027510	EU976248	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027510	GECS01015404	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002480	Zm00001d027510	GRMZM2G109509	nlp7	NLP-transcription factor 7	Gene Model - MaizeGDB
Zm00001eb002480	Zm00001d027510	GRMZM2G409976	nlp7	NLP-transcription factor 7	Grassius
Zm00001eb002490	Zm00001d027509	EU942208	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027509	EU976248	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027509	GECS01015404	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027509	GRMZM2G109509	nlp7	NLP-transcription factor 7	Gene Model - MaizeGDB
Zm00001eb002490	Zm00001d027509	GRMZM2G409976	nlp7	NLP-transcription factor 7	Grassius
Zm00001eb002490	Zm00001d027510	EU942208	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027510	EU976248	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027510	GECS01015404	nlp7	NLP-transcription factor 7	GenBank
Zm00001eb002490	Zm00001d027510	GRMZM2G109509	nlp7	NLP-transcription factor 7	Gene Model - MaizeGDB
Zm00001eb002490	Zm00001d027510	GRMZM2G409976	nlp7	NLP-transcription factor 7	Grassius
Zm00001eb002510	Zm00001d027511	AY107763	cat2	catalase2	GenBank
Zm00001eb002510	Zm00001d027511	GRMZM2G090568	cat2	catalase2	Classical Genes
Zm00001eb002520	Zm00001d027512	GRMZM2G090738	cl457_2a		Gene Model - MaizeGDB
Zm00001eb002530	Zm00001d027514	GRMZM2G057158	phm6238		Gene Model - MaizeGDB
Zm00001eb002540	Zm00001d027515	GRMZM2G040887	IDP8147		Gene Model - MaizeGDB
Zm00001eb002560	Zm00001d027517	GRMZM2G071349	cl61826_1		Gene Model - MaizeGDB
Zm00001eb002570	Zm00001d027519	GRMZM2G096020	ccl30	coumarate-CoA ligase30	Gene Model - MaizeGDB
Zm00001eb002590	Zm00001d027520	EU949789 	expa6	expansin-like6	GenBank
Zm00001eb002590	Zm00001d027520	EU974271	expa6	expansin-like6	GenBank
Zm00001eb002590	Zm00001d027520	EZ053445  	expa6	expansin-like6	GenBank
Zm00001eb002590	Zm00001d027520	EZ084064 	expa6	expansin-like6	GenBank
Zm00001eb002590	Zm00001d027520	EZ107066 	expa6	expansin-like6	GenBank
Zm00001eb002590	Zm00001d027520	GRMZM2G095968	expa6	expansin-like6	Gene Model - MaizeGDB
Zm00001eb002620	Zm00001d027524	GRMZM2G099454	chn22	chitinase22	Gene Model - MaizeGDB
Zm00001eb002620	Zm00001d027525	GRMZM2G099454	chn32	chitinase32	Gene Model - MaizeGDB
Zm00001eb002640	Zm00001d027527	GRMZM2G092719	IDP4043		Gene Model - MaizeGDB
Zm00001eb002650	Zm00001d027528	GRMZM2G359710	Zm00001eb002650		Gene Model - MaizeGDB
Zm00001eb002660	Zm00001d027530	GRMZM2G059428	nactf53	NAC-transcription factor 53	Gene Model - MaizeGDB
Zm00001eb002660	Zm00001d027530	GRMZM2G059428	nactf53	NAC-transcription factor 53	Grassius
Zm00001eb002700	Zm00001d027534	GRMZM2G110616	ccl15	coumarate-CoA ligase15	Gene Model - MaizeGDB
Zm00001eb002720	Zm00001d027535	GRMZM2G465806	ccl8	coumarate-CoA ligase8	Gene Model - MaizeGDB
Zm00001eb002740	Zm00001d027536	GRMZM2G048740	sat4	serine acetyltransferase4	Gene Model - MaizeGDB
Zm00001eb002780	Zm00001d027539	AF244676	gst11	glutathione transferase11	GenBank
Zm00001eb002780	Zm00001d027539	AY103672	gst11	glutathione transferase11	GenBank
Zm00001eb002780	Zm00001d027539	EU969769	gst11	glutathione transferase11	GenBank
Zm00001eb002780	Zm00001d027539	GRMZM2G119499	gst11	glutathione transferase11	Gene Model - MaizeGDB
Zm00001eb002790	Zm00001d027540	AC155553	gst12	glutathione S-transferase12	GenBank
Zm00001eb002790	Zm00001d027540	AF244677	gst12	glutathione S-transferase12	GenBank
Zm00001eb002790	Zm00001d027540	AY103863	gst12	glutathione S-transferase12	GenBank
Zm00001eb002790	Zm00001d027540	EU969503	gst12	glutathione S-transferase12	GenBank
Zm00001eb002790	Zm00001d027540	GRMZM2G096269	gst12	glutathione S-transferase12	Gene Model - MaizeGDB
Zm00001eb002800	Zm00001d027541	AY111699	gst58	glutathione S-transferase58	GenBank
Zm00001eb002800	Zm00001d027541	EU960935	gst58	glutathione S-transferase58	GenBank
Zm00001eb002800	Zm00001d027541	EU973521	gst58	glutathione S-transferase58	GenBank
Zm00001eb002800	Zm00001d027541	GRMZM2G096247	gst58	glutathione S-transferase58	Gene Model - MaizeGDB
Zm00001eb002810	Zm00001d027542	AF244675	gst10	glutathione transferase10	GenBank
Zm00001eb002810	Zm00001d027542	EU964162	gst10	glutathione transferase10	GenBank
Zm00001eb002810	Zm00001d027542	GRMZM2G096153	gst10	glutathione transferase10	Gene Model - MaizeGDB
Zm00001eb002820	Zm00001d027544	GRMZM2G092481	cl11544_1a		Gene Model - MaizeGDB
Zm00001eb002830	Zm00001d027546	EU964715	bhlh35	bHLH-transcription factor 35	GenBank
Zm00001eb002830	Zm00001d027546	GRMZM2G173372	bhlh35	bHLH-transcription factor 35	Gene Model - MaizeGDB
Zm00001eb002830	Zm00001d027546	GRMZM2G173372	bhlh35	bHLH-transcription factor 35	Grassius
Zm00001eb002850	Zm00001d027548	GRMZM2G075701	smt2	sterol methyl transferase2	Gene Model - MaizeGDB
Zm00001eb002860	Zm00001d027549	GRMZM2G075870	pht10	phosphate transporter protein10	Gene Model - MaizeGDB
Zm00001eb002940	Zm00001d027556	GRMZM2G176499	dnaj101	DnaJ family protein101	Gene Model - MaizeGDB
Zm00001eb002950	Zm00001d027557	AF244696	gst31	glutathione transferase31	GenBank
Zm00001eb002950	Zm00001d027557	AY103844	gst31	glutathione transferase31	GenBank
Zm00001eb002950	Zm00001d027557	EU956060	gst31	glutathione transferase31	GenBank
Zm00001eb002950	Zm00001d027557	GRMZM2G475059	gst31	glutathione transferase31	Gene Model - MaizeGDB
Zm00001eb002960	Zm00001d027558	GRMZM2G176397	aco12	aconitase12	Gene Model - MaizeGDB
Zm00001eb002990	Zm00001d027569	GRMZM2G176124	gras93	GRAS-transcription factor 93	Gene Model - MaizeGDB
Zm00001eb003000	Zm00001d027570	AC155624.2_FG006	prh101	protein phosphatase homolog101	Gene Model - MaizeGDB
Zm00001eb003010	Zm00001d027571	GRMZM5G833774	prh95	protein phosphatase homolog95	Gene Model - MaizeGDB
Zm00001eb003020	Zm00001d027572	GRMZM5G891266	prh97	protein phosphatase homolog97	Gene Model - MaizeGDB
Zm00001eb003040	Zm00001d027578	EU956492	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003040	Zm00001d027578	EZ060687  	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003040	Zm00001d027578	EZ069783 	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003040	Zm00001d027578	GRMZM2G018417	ommp1	outer mitochondrial membrane porin1	Gene Model - MaizeGDB
Zm00001eb003070	Zm00001d027578	EU956492	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003070	Zm00001d027578	EZ060687  	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003070	Zm00001d027578	EZ069783 	ommp1	outer mitochondrial membrane porin1	GenBank
Zm00001eb003070	Zm00001d027578	GRMZM2G018417	ommp1	outer mitochondrial membrane porin1	Gene Model - MaizeGDB
Zm00001eb003080	Zm00001d027581	GRMZM2G018579	cl3927_1a		Gene Model - MaizeGDB
Zm00001eb003090	Zm00001d027582	GRMZM2G018706	mgt10	magnesium transporter10	Gene Model - MaizeGDB
Zm00001eb003110	Zm00001d027585	EU976106.1 	cki3	cyclin-dependent kinase inhibitor3	GenBank
Zm00001eb003110	Zm00001d027585	GRMZM2G157510	cki3	cyclin-dependent kinase inhibitor3	Gene Model - MaizeGDB
Zm00001eb003120	Zm00001d027587	GRMZM2G152172	bzr9	BZR-transcription factor 9	Gene Model - MaizeGDB
Zm00001eb003120	Zm00001d027587	GRMZM2G152172	bzr9	BZR-transcription factor 9	Grassius
Zm00001eb003130	Zm00001d027588	GRMZM2G009014	TIDP3353		Gene Model - MaizeGDB
Zm00001eb003140	Zm00001d027589	AY112599	umc1948		GenBank
Zm00001eb003140	Zm00001d027589	EU953260  	umc1948		GenBank
Zm00001eb003140	Zm00001d027589	GRMZM2G172758	umc1948		Gene Model - MaizeGDB
Zm00001eb003150	Zm00001d027590	GRMZM2G172751	php20603		Gene Model - MaizeGDB
Zm00001eb003170	Zm00001d027593	EU957210	prc3	proteasome component3	GenBank
Zm00001eb003170	Zm00001d027593	GRMZM2G472167	prc3	proteasome component3	Gene Model - MaizeGDB
Zm00001eb003180	Zm00001d027595	GRMZM2G171181	IDP65a		Gene Model - MaizeGDB
Zm00001eb003190	Zm00001d027596	GRMZM2G171324	si687077f10a		Gene Model - MaizeGDB
Zm00001eb003210	Zm00001d027598	GRMZM2G474258	cct101	CO CO-LIKE TIMING OF CAB1 protein domain101	Gene Model - MaizeGDB
Zm00001eb003230	Zm00001d027599	GRMZM2G323830	cl309_1		Gene Model - MaizeGDB
Zm00001eb003240	Zm00001d027601	GRMZM2G062946	TIDP3460		Gene Model - MaizeGDB
Zm00001eb003300	Zm00001d027605	GRMZM2G057694	IDP7821		Gene Model - MaizeGDB
Zm00001eb003310	Zm00001d027606	GRMZM2G066805	Zm00001d027606		Gene Model - MaizeGDB
Zm00001eb003320	Zm00001d027607	GRMZM2G066860	pdlp1	plasmodesmatal located protein1	Gene Model - MaizeGDB
Zm00001eb003360	Zm00001d027613	GRMZM2G047002	pco082302		Gene Model - MaizeGDB
Zm00001eb003420	Zm00001d027618	GRMZM2G149257	pco098394		Gene Model - MaizeGDB
Zm00001eb003440	Zm00001d027619	AY105500	amyb2	beta amylase2	GenBank
Zm00001eb003440	Zm00001d027619	EU941857	amyb2	beta amylase2	GenBank
Zm00001eb003440	Zm00001d027619	EU947442 	amyb2	beta amylase2	GenBank
Zm00001eb003440	Zm00001d027619	EU957855	amyb2	beta amylase2	GenBank
Zm00001eb003440	Zm00001d027619	GRMZM2G450125	amyb2	beta amylase2	Gene Model - MaizeGDB
Zm00001eb003450	Zm00001d027621	GRMZM2G041899	ring4	RING-type E3 ligase4	Gene Model - MaizeGDB
Zm00001eb003460	Zm00001d027622	GRMZM2G355846	ring5	RING-type E3 ligase5	Gene Model - MaizeGDB
Zm00001eb003470	Zm00001d027623	GRMZM2G054111	myb120	MYB-transcription factor 120	Gene Model - MaizeGDB
Zm00001eb003470	Zm00001d027623	GRMZM2G054111	myb120	MYB-transcription factor 120	Grassius
Zm00001eb003480	Zm00001d027624	GRMZM5G823004	cl4845_1		Gene Model - MaizeGDB
Zm00001eb003490	Zm00001d027625	A7KVC2	mrpa4	multidrug resistance-associated protein 4	UniProt
Zm00001eb003490	Zm00001d027625	EF586878	mrpa4	multidrug resistance-associated protein 4	GenBank
Zm00001eb003490	Zm00001d027625	EU943882	mrpa4	multidrug resistance-associated protein 4	GenBank
Zm00001eb003490	Zm00001d027625	GRMZM5G820122	mrpa4	multidrug resistance-associated protein 4	Gene Model - MaizeGDB
Zm00001eb003520	Zm00001d027627	GRMZM2G107686	sbt54	subtilisin54	Gene Model - MaizeGDB
Zm00001eb003530	Zm00001d027628	GRMZM2G107679	IDP8218		Gene Model - MaizeGDB
Zm00001eb003540	Zm00001d027630	EZ058571.1  	umc1484		GenBank
Zm00001eb003540	Zm00001d027630	GRMZM2G107532	umc1484		Gene Model - MaizeGDB
Zm00001eb003550	Zm00001d027633	AT5G18410	IDP1437a		Arabidopsis Ortholog
Zm00001eb003550	Zm00001d027633	GRMZM2G103599	IDP1437a		Gene Model - MaizeGDB
Zm00001eb003550	Zm00001d027633	GRMZM2G113174	IDP1437a		Gene Model - MaizeGDB
Zm00001eb003550	Zm00001d027633	GRMZM2G170567	IDP1437a		Gene Model - MaizeGDB
Zm00001eb003590		GRMZM2G415390	LOC118471899		Gene Model - MaizeGDB
Zm00001eb003650		GRMZM2G332548	gpm125		Gene Model - MaizeGDB
Zm00001eb003660	Zm00001d027645	GRMZM2G009818	Zm00001d027645		Gene Model - MaizeGDB
Zm00001eb003690	Zm00001d027648	GRMZM2G062841	cl14031_1		Gene Model - MaizeGDB
Zm00001eb003700	Zm00001d027649	GRMZM2G062724	ring6	RING-type E3 ligase6	Gene Model - MaizeGDB
Zm00001eb003730	Zm00001d027652	AY104464	tip1	tonoplast intrinsic protein1	GenBank
Zm00001eb003730	Zm00001d027652	AY243803	tip1	tonoplast intrinsic protein1	GenBank
Zm00001eb003750	Zm00001d027655	GRMZM2G038485	IDP847		Gene Model - MaizeGDB
Zm00001eb003760	Zm00001d027656	AY110853	lls1	lethal leaf spot1	GenBank
Zm00001eb003760	Zm00001d027656	AY344063	lls1	lethal leaf spot1	GenBank
Zm00001eb003760	Zm00001d027656	GRMZM2G339563	lls1	lethal leaf spot1	Classical Genes
Zm00001eb003760	Zm00001d027656	GRMZM2G339563	lls1	lethal leaf spot1	Gene Model - MaizeGDB
Zm00001eb003780	Zm00001d027659	EU956219	mmp93		GenBank
Zm00001eb003780	Zm00001d027659	GRMZM2G087918	mmp93		Gene Model - MaizeGDB
Zm00001eb003810	Zm00001d027665	GRMZM2G086093	LOC103644425		Gene Model - MaizeGDB
Zm00001eb003810	Zm00001d027665	GRMZM2G418037	LOC103644425		Gene Model - MaizeGDB
Zm00001eb003810	Zm00001d027665	GRMZM2G439049	LOC103644425		Gene Model - MaizeGDB
Zm00001eb003820	Zm00001d022669	EU942566	pilncr1	pi-deficiency-induced long non-coding RNA1	GenBank
Zm00001eb003820	Zm00001d022669	GRMZM2G086179	pilncr1	pi-deficiency-induced long non-coding RNA1	Gene Model - MaizeGDB
Zm00001eb003830	Zm00001d027667	EZ060557 	citt1	citrate transporter1	GenBank
Zm00001eb003830	Zm00001d027667	EZ086967  	citt1	citrate transporter1	GenBank
Zm00001eb003830	Zm00001d027667	EZ109816	citt1	citrate transporter1	GenBank
Zm00001eb003830	Zm00001d027667	GRMZM2G028521	citt1	citrate transporter1	Gene Model - MaizeGDB
Zm00001eb003840	Zm00001d027671	AT4G09980	mam2	mRNA adenosine methylase2	Arabidopsis Ortholog
Zm00001eb003850	Zm00001d027672	GRMZM2G142938	XP_020400651.1		Gene Model - MaizeGDB
Zm00001eb003880	Zm00001d027675	GRMZM2G150867	cl20312_1a		Gene Model - MaizeGDB
Zm00001eb003910	Zm00001d027678	GRMZM2G092483	lbd1	LBD-transcription factor 1	Gene Model - MaizeGDB
Zm00001eb003910	Zm00001d027678	GRMZM2G092483	lbd1	LBD-transcription factor 1	Grassius
Zm00001eb003920	Zm00001d027679	GRMZM2G092542	rtcs1	rootless concerning crown and seminal roots1	Classical Genes
Zm00001eb003920	Zm00001d027679	GRMZM2G092542	rtcs1	rootless concerning crown and seminal roots1	Gene Model - MaizeGDB
Zm00001eb003920	Zm00001d027679	GRMZM2G092542	rtcs1	rootless concerning crown and seminal roots1	Grassius
Zm00001eb003930	Zm00001d027680	GRMZM2G092578	pco140232		Gene Model - MaizeGDB
Zm00001eb003960	Zm00001d027682	GRMZM2G139834	si687004d10		Gene Model - MaizeGDB
Zm00001eb003970	Zm00001d027683	GRMZM2G358279	cl15737_-2		Gene Model - MaizeGDB
Zm00001eb003980	Zm00001d027684	GRMZM2G056786	ring7	RING-type E3 ligase7	Gene Model - MaizeGDB
Zm00001eb004000	Zm00001d027685	GRMZM2G056804	ring8	RING-type E3 ligase8	Gene Model - MaizeGDB
Zm00001eb004020	Zm00001d027686	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95	Gene Model - MaizeGDB
Zm00001eb004020	Zm00001d027686	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95	Grassius
Zm00001eb004020	Zm00001d027687	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95	Gene Model - MaizeGDB
Zm00001eb004020	Zm00001d027687	AC198979.4_FG009	ereb95	AP2-EREBP-transcription factor 95	Grassius
Zm00001eb004030	Zm00001d027688	EU965081.1  	umc1222		GenBank
Zm00001eb004030	Zm00001d027688	GRMZM2G056870	umc1222		Gene Model - MaizeGDB
Zm00001eb004050	Zm00001d027694	GRMZM2G112728	GRMZM2G112728		Gene Model - MaizeGDB
Zm00001eb004060	Zm00001d027695	GRMZM2G413315	grx15	glutaredoxin15	Gene Model - MaizeGDB
Zm00001eb004090	Zm00001d027699	GRMZM2G112640	LOC100277440		Gene Model - MaizeGDB
Zm00001eb004100	Zm00001d027700	GRMZM2G070087	pht9	phosphate transporter protein9	Gene Model - MaizeGDB
Zm00001eb004140	Zm00001d027703	AC209858.4_FG004	hagtf1	GNAT-transcription factor 1	Gene Model - MaizeGDB
Zm00001eb004140	Zm00001d027703	AC209858.4_FG004	hagtf1	GNAT-transcription factor 1	Grassius
Zm00001eb004150	Zm00001d027703	AC209858.4_FG004	hagtf1	GNAT-transcription factor 1	Gene Model - MaizeGDB
Zm00001eb004150	Zm00001d027703	AC209858.4_FG004	hagtf1	GNAT-transcription factor 1	Grassius
Zm00001eb004170	Zm00001d027707	GRMZM2G703490	umc2595		Gene Model - MaizeGDB
Zm00001eb004180	Zm00001d027708	GRMZM2G086163	hipp2	heavy metal-associated isoprenylated plant protein2	Gene Model - MaizeGDB
Zm00001eb004190	Zm00001d027709	GRMZM2G086072	e2f19	E2F-DP-transcription factor 219	Gene Model - MaizeGDB
Zm00001eb004190	Zm00001d027709	GRMZM2G086072	e2f19	E2F-DP-transcription factor 219	Grassius
Zm00001eb004200	Zm00001d027710	GRMZM2G122816	prx44	peroxidase44	Gene Model - MaizeGDB
Zm00001eb004210	Zm00001d027711	GRMZM2G122787	ccl16	coumarate-CoA ligase16	Gene Model - MaizeGDB
Zm00001eb004240	Zm00001d027714	EU973305 	rsua1	ribosomal small subunit pseudouridine synthase A1	GenBank
Zm00001eb004240	Zm00001d027714	EU975715   	rsua1	ribosomal small subunit pseudouridine synthase A1	GenBank
Zm00001eb004240	Zm00001d027714	GRMZM2G018080	rsua1	ribosomal small subunit pseudouridine synthase A1	Gene Model - MaizeGDB
Zm00001eb004240	Zm00001d027714	GRMZM2G315806	rsua1	ribosomal small subunit pseudouridine synthase A1	Gene Model - MaizeGDB
Zm00001eb004250	Zm00001d027715	GRMZM2G445783	arm51	armadillo domain protein51	Gene Model - MaizeGDB
Zm00001eb004290	Zm00001d027719	GRMZM2G140339	larp11	la motif-related protein11	Gene Model - MaizeGDB
Zm00001eb004300	Zm00001d027720	GRMZM2G141624	Zm00001d027720		Gene Model - MaizeGDB
Zm00001eb004310	Zm00001d027721	GRMZM2G141636	Zm00001d027721		Gene Model - MaizeGDB
Zm00001eb004320	Zm00001d027722	AT4G35920	nod1	narrow odd dwarf1	Arabidopsis Ortholog
Zm00001eb004320	Zm00001d027722	AY105913.1 	nod1	narrow odd dwarf1	GenBank
Zm00001eb004320	Zm00001d027722	EU952965	nod1	narrow odd dwarf1	GenBank
Zm00001eb004320	Zm00001d027722	EZ051569.1	nod1	narrow odd dwarf1	GenBank
Zm00001eb004320	Zm00001d027722	GRMZM2G027821	nod1	narrow odd dwarf1	Gene Model - MaizeGDB
Zm00001eb004340	Zm00001d027723	GRMZM5G813886	LOC100216600		Gene Model - MaizeGDB
Zm00001eb004370	Zm00001d027726	GRMZM2G000749	Zm00001eb004370		Gene Model - MaizeGDB
Zm00001eb004390	Zm00001d027727	AT4G35630	gpm584		Arabidopsis Ortholog
Zm00001eb004390	Zm00001d027727	GRMZM2G300801	gpm584		Gene Model - MaizeGDB
Zm00001eb004400	Zm00001d027728	GRMZM2G000823	LOC100193503		Gene Model - MaizeGDB
Zm00001eb004410	Zm00001d027729	GRMZM2G075958	Zm00001d027729		Gene Model - MaizeGDB
Zm00001eb004420	Zm00001d027731	EU951684 	ect14	evolutionarily conserved C-terminal14	GenBank
Zm00001eb004420	Zm00001d027731	EZ106545 	ect14	evolutionarily conserved C-terminal14	GenBank
Zm00001eb004420	Zm00001d027731	GRMZM2G076062	ect14	evolutionarily conserved C-terminal14	Gene Model - MaizeGDB
Zm00001eb004430	Zm00001d027732	GRMZM2G377780	sbt59	subtilisin59	Gene Model - MaizeGDB
Zm00001eb004440	Zm00001d027734	GRMZM2G076423	IDP8388		Gene Model - MaizeGDB
Zm00001eb004450	Zm00001d027739	GRMZM2G096252	ofp2	OVATE-transcription factor 2	Gene Model - MaizeGDB
Zm00001eb004450	Zm00001d027739	GRMZM2G096252	ofp2	OVATE-transcription factor 2	Grassius
Zm00001eb004460	Zm00001d027739	GRMZM2G096252	ofp2	OVATE-transcription factor 2	Gene Model - MaizeGDB
Zm00001eb004460	Zm00001d027739	GRMZM2G096252	ofp2	OVATE-transcription factor 2	Grassius
Zm00001eb004470	Zm00001d027740	EU976458	rab30	responsive to abscisic acid30	GenBank
Zm00001eb004470	Zm00001d027740	GRMZM2G472236	rab30	responsive to abscisic acid30	Gene Model - MaizeGDB
Zm00001eb004480	Zm00001d027741	GRMZM2G169747	ppr7	pentatricopeptide repeat protein7	Gene Model - MaizeGDB
Zm00001eb004490	Zm00001d027742	GRMZM2G472266	umc1723a		Gene Model - MaizeGDB
Zm00001eb004500	Zm00001d027743	GRMZM2G038982	mkkk34	MAP kinase kinase kinase34	Gene Model - MaizeGDB
Zm00001eb004550	Zm00001d027749	GRMZM2G154211	sfp4	sulfate transporter4	Gene Model - MaizeGDB
Zm00001eb004560	Zm00001d027751	AT5G46920	nmat2	nuclear-encoded maturase-related factor2	Arabidopsis Ortholog
Zm00001eb004560	Zm00001d027751	GRMZM2G154119	nmat2	nuclear-encoded maturase-related factor2	Gene Model - MaizeGDB
Zm00001eb004600	Zm00001d027753	GRMZM2G452996	bhlh110	bHLH-transcription factor 110	Gene Model - MaizeGDB
Zm00001eb004600	Zm00001d027753	GRMZM2G452996	bhlh110	bHLH-transcription factor 110	Grassius
Zm00001eb004630	Zm00001d027755	GRMZM2G154036	IDP3918b		Gene Model - MaizeGDB
Zm00001eb004650		GRMZM2G166445	epf5	epidermal patterning factor5	Gene Model - MaizeGDB
Zm00001eb004660	Zm00001d027756	GRMZM2G165998	gpm556		Gene Model - MaizeGDB
Zm00001eb004670	Zm00001d027757	GRMZM2G165972	hsftf13	HSF-transcription factor 13	Gene Model - MaizeGDB
Zm00001eb004670	Zm00001d027757	GRMZM2G165972	hsftf13	HSF-transcription factor 13	Grassius
Zm00001eb004710	Zm00001d027759	GRMZM2G480386	yuc7	yucca7	Gene Model - MaizeGDB
Zm00001eb004730	Zm00001d027760	GRMZM2G056231	LOC100273753		Gene Model - MaizeGDB
Zm00001eb004750	Zm00001d027763	GRMZM2G136081	IDP1425		Gene Model - MaizeGDB
Zm00001eb004760	Zm00001d027766	AT1G04220	kcs30	3-ketoacyl-CoA synthase30	Arabidopsis Ortholog
Zm00001eb004760	Zm00001d027766	GRMZM2G031790	kcs30	3-ketoacyl-CoA synthase30	Gene Model - MaizeGDB
Zm00001eb004780	Zm00001d027768	GRMZM2G172410	npi406		Gene Model - MaizeGDB
Zm00001eb004790	Zm00001d027769	AJ006055	gsr1	glutathione reductase1	GenBank
Zm00001eb004790	Zm00001d027769	GRMZM2G172322	gsr1	glutathione reductase1	Classical Genes
Zm00001eb004940	Zm00001d027790	GRMZM2G377311	cyc51	cyclin51	Gene Model - MaizeGDB
Zm00001eb004960	Zm00001d027794	GRMZM2G103292	si486092g03(78)		Gene Model - MaizeGDB
Zm00001eb004990	Zm00001d027799	GRMZM2G169320	LOC100192801		Gene Model - MaizeGDB
Zm00001eb005000	Zm00001d027800	GRMZM2G169280	ppr9	pentatricopeptide repeat protein9	Gene Model - MaizeGDB
Zm00001eb005010	Zm00001d027801	GRMZM2G470438	Zm00001d027801		Gene Model - MaizeGDB
Zm00001eb005020	Zm00001d027802	GRMZM2G004641	hb64	Homeobox-transcription factor 64	Gene Model - MaizeGDB
Zm00001eb005020	Zm00001d027802	GRMZM2G004641	hb64	Homeobox-transcription factor 64	Grassius
Zm00001eb005030	Zm00001d027803	GRMZM2G417455	TIDP3300		Gene Model - MaizeGDB
Zm00001eb005060	Zm00001d027805	GRMZM2G407396	Zm00001d027805		Gene Model - MaizeGDB
Zm00001eb005070	Zm00001d027807	GRMZM2G314133	Zm00001d027807		Gene Model - MaizeGDB
Zm00001eb005080	Zm00001d027808	GRMZM2G037912	Zm00001d027808		Gene Model - MaizeGDB
Zm00001eb005110	Zm00001d027810	GRMZM2G124042	gpat16	glycerol-3-phosphate acyltransferase16	Gene Model - MaizeGDB
Zm00001eb005130	Zm00001d027812	GRMZM5G850455	plt33	phospholipid transfer protein33	Gene Model - MaizeGDB
