HORVU.MOREX.r3.1HG0000030	HORVU1Hr1G000030
Potri.008G224400	POPTR_008G224400v3
Potri.008G224900	POPTR_008G224900v3
Potri.008G225000	POPTR_008G225000v3
Potri.008G225201	POPTR_T141200v3
Potri.009G000100	POPTR_009G000100v3
Potri.009G001100	POPTR_009G001100v3
Potri.009G001500	POPTR_009G001500v3
Potri.009G001600	POPTR_009G001600v3
Potri.009G001700	POPTR_009G001700v3
Potri.009G002000	POPTR_009G002000v3
Potri.009G002100	POPTR_009G002100v3
Potri.009G002200	POPTR_009G002200v3
Potri.009G002300	POPTR_009G002300v3
Potri.009G002400	POPTR_009G002400v3
Potri.009G002900	POPTR_009G002900v3
Potri.009G003100	POPTR_009G003100v3
Potri.009G003200	POPTR_009G003200v3
Potri.009G003300	POPTR_009G003300v3
Potri.009G003400	POPTR_009G003400v3
Potri.009G003500	POPTR_009G003500v3
Potri.009G003800	POPTR_009G003800v3
Potri.009G003900	POPTR_009G003900v3
Potri.009G004000	POPTR_009G004000v3
Potri.009G004200	POPTR_009G004200v3
Potri.009G004400	POPTR_009G004400v3
Potri.009G004500	POPTR_009G004500v3
Potri.009G004800	POPTR_009G004800v3
Potri.009G005100	POPTR_009G005100v3
Potri.009G005300	POPTR_009G005300v3
Potri.009G005400	POPTR_009G005400v3
Potri.009G005600	POPTR_009G005600v3
Potri.009G005700	POPTR_009G005700v3
Potri.009G005800	POPTR_009G005800v3
Potri.009G005900	POPTR_009G005900v3
Potri.009G006000	POPTR_009G006000v3
Potri.009G006100	POPTR_009G006100v3
Potri.009G006200	POPTR_009G006200v3
Potri.009G006400	POPTR_009G006400v3
Potri.009G006500	POPTR_009G006500v3
Potri.009G006600	POPTR_009G006600v3
Potri.009G006800	POPTR_009G006800v3
Potri.009G006900	POPTR_009G006900v3
Potri.009G007100	POPTR_009G007100v3
Potri.009G007200	POPTR_009G007200v3
Potri.009G007400	POPTR_009G007400v3
Potri.009G007600	POPTR_009G007600v3
Potri.009G007800	POPTR_009G007800v3
Potri.009G007900	POPTR_009G007900v3
Potri.009G008100	POPTR_009G008100v3
Potri.009G008200	POPTR_009G008200v3
Potri.009G008300	POPTR_009G008300v3
Potri.009G008400	POPTR_009G008400v3
Potri.009G008500	POPTR_009G008500v3
Potri.009G008600	POPTR_009G008600v3
Potri.009G008700	POPTR_009G008700v3
Potri.009G009200	POPTR_009G009200v3
Potri.009G009300	POPTR_009G009300v3
Potri.009G009400	POPTR_009G009400v3
Potri.009G009500	POPTR_009G009500v3
Potri.009G009600	POPTR_009G009600v3
Potri.009G009800	POPTR_009G009800v3
Potri.009G009900	POPTR_009G009900v3
Potri.009G010200	POPTR_009G010200v3
Potri.009G010300	POPTR_009G010300v3
Potri.009G010350	POPTR_009G010350v3
Potri.009G010400	POPTR_009G010400v3
Potri.009G010450	POPTR_009G010450v3
Potri.009G010600	POPTR_009G010600v3
Potri.009G010700	POPTR_009G010700v3
Potri.009G010800	POPTR_009G010800v3
Potri.009G010900	POPTR_009G010900v3
Potri.009G011000	POPTR_009G011000v3
Potri.009G011100	POPTR_009G011100v3
Potri.009G011200	POPTR_009G011200v3
Potri.009G011400	POPTR_009G011400v3
Potri.009G011700	POPTR_009G011700v3
Potri.009G011800	POPTR_009G011800v3
Potri.009G012000	POPTR_009G012000v3
Potri.009G012100	POPTR_009G012100v3
Potri.009G012200	POPTR_009G012200v3
Potri.009G012300	POPTR_009G012300v3
Potri.009G012400	POPTR_009G012400v3
Potri.009G012500	POPTR_009G012500v3
Potri.009G012600	POPTR_009G012600v3
Potri.009G012700	POPTR_009G012700v3
Potri.009G012900	POPTR_009G012900v3
Potri.009G013000	POPTR_009G013000v3
Potri.009G013300	POPTR_009G013300v3
Potri.009G013400	POPTR_009G013400v3
Potri.009G013500	POPTR_009G013500v3
Potri.009G013600	POPTR_009G013600v3
Potri.009G013701	POPTR_009G013701v3
Potri.009G013800	POPTR_009G013800v3
Potri.009G013900	POPTR_009G013900v3
Potri.009G014100	POPTR_009G014100v3
Potri.009G014400	POPTR_009G014400v3
Potri.009G014500	POPTR_009G014500v3
Potri.009G014600	POPTR_009G014600v3
Potri.009G014700	POPTR_009G014700v3
Potri.009G014800	POPTR_009G014800v3
Potri.009G014900	POPTR_009G014900v3
Potri.009G015000	POPTR_009G015000v3
Potri.009G015100	POPTR_009G015100v3
Potri.009G015400	POPTR_009G015400v3
Potri.009G015600	POPTR_009G015600v3
Potri.009G015700	POPTR_009G015700v3
Potri.009G015800	POPTR_009G015800v3
Potri.009G016000	POPTR_009G016000v3
Potri.009G016100	POPTR_009G016100v3
Potri.009G016200	POPTR_009G016200v3
Potri.009G016600	POPTR_009G016600v3
Potri.009G016700	POPTR_009G016700v3
Potri.009G016900	POPTR_009G016900v3
Potri.009G016950	POPTR_009G016950v3
Potri.009G017000	POPTR_009G017000v3
Potri.009G017100	POPTR_009G017100v3
Potri.009G017300	POPTR_009G017300v3
Potri.009G017400	POPTR_009G017400v3
Potri.009G017600	POPTR_009G017600v3
Potri.009G017700	POPTR_009G017700v3
Potri.009G017800	POPTR_009G017800v3
Potri.009G017900	POPTR_009G017900v3
Potri.009G018100	POPTR_009G018100v3
Potri.009G018200	POPTR_009G018200v3
Potri.009G018500	POPTR_009G018500v3
Potri.009G018600	POPTR_009G018600v3
Potri.009G018700	POPTR_009G018700v3
Potri.009G018800	POPTR_009G018800v3
Potri.009G018900	POPTR_009G018900v3
Potri.009G019200	POPTR_009G019200v3
Potri.009G019300	POPTR_009G019300v3
Potri.009G019400	POPTR_009G019400v3
Potri.009G019600	POPTR_009G019600v3
Potri.009G019700	POPTR_009G019700v3
Potri.009G019800	POPTR_009G019800v3
Potri.009G019900	POPTR_009G019900v3
Potri.009G020000	POPTR_009G020000v3
Potri.009G020100	POPTR_009G020100v3
Potri.009G020300	POPTR_009G020300v3
Potri.009G020400	POPTR_009G020400v3
Potri.009G020500	POPTR_009G020500v3
Potri.009G020600	POPTR_009G020600v3
Potri.009G020700	POPTR_009G020700v3
Potri.009G020800	POPTR_009G020800v3
Potri.009G020900	POPTR_009G020900v3
Potri.009G021000	POPTR_009G021000v3
Potri.009G021200	POPTR_009G021200v3
Potri.009G021300	POPTR_009G021300v3
Potri.009G021400	POPTR_009G021400v3
Potri.009G021500	POPTR_009G021500v3
Potri.009G021600	POPTR_009G021600v3
Potri.009G021800	POPTR_009G021800v3
Potri.009G021900	POPTR_009G021900v3
Potri.009G022200	POPTR_009G022200v3
Potri.009G022300	POPTR_009G022300v3
Potri.009G022366	POPTR_009G022366v3
Potri.009G022400	POPTR_009G022400v3
Potri.009G022500	POPTR_009G022500v3
Potri.009G022800	POPTR_009G022800v3
Potri.009G022900	POPTR_009G022900v3
Potri.009G023200	POPTR_009G023200v3
Potri.009G023300	POPTR_009G023300v3
Potri.009G023600	POPTR_009G023600v3
Potri.009G023800	POPTR_009G023800v3
Potri.009G023900	POPTR_009G023900v3
Potri.009G024000	POPTR_009G024000v3
Potri.009G024100	POPTR_009G024100v3
Potri.009G024200	POPTR_009G024200v3
Potri.009G024300	POPTR_009G024300v3
Potri.009G024400	POPTR_009G024400v3
Potri.009G024500	POPTR_009G024500v3
Potri.009G024600	POPTR_009G024600v3
Potri.009G024700	POPTR_009G024700v3
Potri.009G024800	POPTR_009G024800v3
Potri.009G024900	POPTR_009G024900v3
Potri.009G025102	POPTR_T132200v3
Potri.009G025200	POPTR_009G025200v3
Potri.009G025300	POPTR_009G025300v3
Potri.009G025400	POPTR_009G025400v3
Potri.009G025500	POPTR_009G025500v3
Potri.009G025700	POPTR_009G025700v3
Potri.009G025800	POPTR_009G025800v3
Potri.009G025900	POPTR_009G025900v3
Potri.009G026000	POPTR_009G026000v3
Potri.009G026100	POPTR_009G026100v3
Potri.009G026200	POPTR_009G026200v3
Potri.009G026300	POPTR_009G026300v3
Potri.009G026500	POPTR_009G026500v3
Potri.009G026600	POPTR_009G026600v3
Potri.009G026700	POPTR_009G026700v3
Potri.009G026800	POPTR_009G026800v3
Potri.009G026900	POPTR_009G026900v3
Potri.009G027000	POPTR_009G027000v3
Potri.009G027100	POPTR_009G027100v3
Potri.009G027200	POPTR_009G027200v3
Potri.009G027300	POPTR_009G027300v3
Potri.009G027400	POPTR_009G027400v3
Potri.009G027500	POPTR_009G027500v3
Potri.009G027600	POPTR_009G027600v3
Potri.009G027700	POPTR_009G027700v3
Potri.009G027800	POPTR_009G027800v3
Potri.009G027900	POPTR_009G027900v3
Potri.009G028001	POPTR_009G028001v3
Potri.009G028100	POPTR_009G028100v3
Potri.009G028200	POPTR_009G028200v3
Potri.009G028300	POPTR_009G028300v3
Potri.009G028600	POPTR_009G028600v3
Potri.009G028700	POPTR_009G028700v3
Potri.009G028800	POPTR_009G028800v3
Potri.009G029000	POPTR_009G029000v3
Potri.009G029100	POPTR_009G029100v3
Potri.009G029200	POPTR_009G029200v3
Potri.009G029300	POPTR_009G029300v3
Potri.009G029400	POPTR_009G029400v3
Potri.009G029500	POPTR_009G029500v3
Potri.009G029600	POPTR_009G029600v3
Potri.009G029800	POPTR_009G029800v3
Potri.009G030000	POPTR_009G030000v3
Potri.009G030100	POPTR_009G030100v3
Potri.009G030200	POPTR_009G030200v3
Potri.009G030400	POPTR_009G030400v3
Potri.009G030500	POPTR_009G030500v3
Potri.009G030600	POPTR_009G030600v3
Potri.009G030700	POPTR_009G030700v3
Potri.009G030800	POPTR_009G030800v3
Potri.009G030900	POPTR_009G030900v3
Potri.009G031100	POPTR_009G031100v3
Potri.009G031200	POPTR_009G031200v3
Potri.009G031300	POPTR_009G031300v3
Potri.009G031500	POPTR_009G031500v3
Potri.009G031600	POPTR_009G031600v3
Potri.009G031800	POPTR_009G031800v3
Potri.009G031900	POPTR_009G031900v3
Potri.009G032000	POPTR_009G032000v3
Potri.009G032100	POPTR_009G032100v3
Potri.009G032300	POPTR_009G032300v3
Potri.009G032500	POPTR_009G032500v3
Potri.009G032600	POPTR_009G032600v3
Potri.009G032700	POPTR_009G032700v3
Potri.009G032800	POPTR_009G032800v3
Potri.009G032900	POPTR_009G032900v3
Potri.009G033100	POPTR_009G033100v3
Potri.009G033300	POPTR_009G033300v3
Potri.009G033400	POPTR_009G033400v3
Potri.009G033500	POPTR_009G033500v3
Potri.009G033600	POPTR_009G033600v3
Potri.009G033700	POPTR_009G033700v3
Potri.009G033900	POPTR_009G033900v3
Potri.009G034001	POPTR_009G034001v3
Potri.009G034300	POPTR_009G034300v3
Potri.009G034500	POPTR_009G034500v3
Potri.009G034600	POPTR_009G034600v3
Potri.009G034700	POPTR_009G034700v3
Potri.009G034800	POPTR_009G034800v3
Potri.009G034900	POPTR_009G034900v3
Potri.009G035000	POPTR_009G035000v3
Potri.009G035100	POPTR_009G035100v3
Potri.009G035300	POPTR_009G035300v3
Potri.009G035400	POPTR_009G035400v3
Potri.009G035500	POPTR_009G035500v3
Potri.009G035800	POPTR_009G035800v3
Potri.009G036100	POPTR_009G036100v3
Potri.009G036300	POPTR_009G036300v3
Potri.009G036450	POPTR_009G036450v3
Potri.009G036500	POPTR_009G036500v3
Potri.009G036600	POPTR_009G036600v3
Potri.009G036700	POPTR_009G036700v3
Potri.009G036900	POPTR_009G036900v3
Potri.009G037000	POPTR_009G037000v3
Potri.009G037100	POPTR_009G037100v3
Potri.009G037300	POPTR_009G037300v3
Potri.009G037400	POPTR_009G037400v3
Potri.009G037500	POPTR_009G037500v3
Potri.009G037600	POPTR_009G037600v3
Potri.009G037700	POPTR_009G037700v3
Potri.009G037800	POPTR_009G037800v3
Potri.009G037900	POPTR_009G037900v3
Potri.009G038001	POPTR_009G038001v3
Potri.009G038100	POPTR_009G038100v3
Potri.009G038200	POPTR_009G038200v3
Potri.009G038300	POPTR_009G038300v3
Potri.009G038400	POPTR_009G038400v3
Potri.009G038500	POPTR_009G038500v3
Potri.009G038600	POPTR_009G038600v3
Potri.009G038700	POPTR_009G038700v3
Potri.009G038800	POPTR_009G038800v3
Potri.009G039100	POPTR_009G039100v3
Potri.009G039200	POPTR_009G039200v3
Potri.009G039300	POPTR_009G039300v3
Potri.009G039500	POPTR_009G039500v3
Potri.009G039600	POPTR_009G039600v3
Potri.009G039700	POPTR_009G039700v3
Potri.009G039900	POPTR_009G039900v3
Potri.009G040000	POPTR_009G040000v3
Potri.009G040100	POPTR_009G040100v3
Potri.009G040200	POPTR_009G040200v3
Potri.009G040500	POPTR_009G040500v3
Potri.009G040600	POPTR_009G040600v3
Potri.009G040700	POPTR_009G040700v3
Potri.009G040800	POPTR_009G040800v3
Potri.009G040900	POPTR_009G040900v3
Potri.009G041000	POPTR_009G041000v3
Potri.009G041100	POPTR_009G041100v3
Potri.009G041200	POPTR_009G041200v3
Potri.009G041400	POPTR_009G041400v3
Potri.009G041600	POPTR_009G041600v3
Potri.009G041700	POPTR_009G041700v3
Potri.009G041800	POPTR_009G041800v3
Potri.009G041900	POPTR_009G041900v3
Potri.009G042100	POPTR_009G042100v3
Potri.009G042200	POPTR_009G042200v3
Potri.009G042300	POPTR_009G042300v3
Potri.009G042400	POPTR_009G042400v3
Potri.009G042500	POPTR_009G042500v3
Potri.009G042600	POPTR_009G042600v3
Potri.009G042800	POPTR_009G042800v3
Potri.009G042900	POPTR_009G042900v3
Potri.009G043000	POPTR_009G043000v3
Potri.009G043100	POPTR_009G043100v3
Potri.009G043200	POPTR_009G043200v3
Potri.009G043300	POPTR_009G043300v3
Potri.009G043501	POPTR_009G043501v3
Potri.009G043600	POPTR_009G043600v3
Potri.009G043700	POPTR_009G043700v3
Potri.009G043800	POPTR_009G043800v3
Potri.009G043900	POPTR_009G043900v3
Potri.009G044000	POPTR_009G044000v3
Potri.009G044100	POPTR_009G044100v3
Potri.009G044200	POPTR_009G044200v3
Potri.009G044300	POPTR_009G044300v3
Potri.009G044400	POPTR_009G044400v3
Potri.009G044500	POPTR_009G044500v3
Potri.009G044600	POPTR_009G044600v3
Potri.009G044700	POPTR_009G044700v3
Potri.009G044800	POPTR_009G044800v3
Potri.009G044900	POPTR_009G044900v3
Potri.009G045000	POPTR_009G045000v3
Potri.009G045100	POPTR_009G045100v3
Potri.009G045200	POPTR_009G045200v3
Potri.009G045300	POPTR_009G045300v3
Potri.009G045400	POPTR_009G045400v3
Potri.009G045500	POPTR_009G045500v3
Potri.009G045601	POPTR_009G045601v3
Potri.009G045700	POPTR_009G045700v3
Potri.009G045800	POPTR_009G045800v3
Potri.009G045900	POPTR_009G045900v3
Potri.009G046000	POPTR_009G046000v3
Potri.009G046200	POPTR_009G046200v3
Potri.009G046300	POPTR_009G046300v3
Potri.009G046400	POPTR_009G046400v3
Potri.009G046500	POPTR_009G046500v3
Potri.009G046600	POPTR_009G046600v3
Potri.009G046700	POPTR_009G046700v3
Potri.009G046800	POPTR_009G046800v3
Potri.009G046900	POPTR_009G046900v3
Potri.009G047000	POPTR_009G047000v3
Potri.009G047100	POPTR_009G047100v3
Potri.009G047200	POPTR_009G047200v3
Potri.009G047300	POPTR_009G047300v3
Potri.009G047400	POPTR_009G047400v3
Potri.009G047500	POPTR_009G047500v3
Potri.009G047600	POPTR_009G047600v3
Potri.009G047700	POPTR_009G047700v3
Potri.009G047800	POPTR_009G047800v3
Potri.009G048000	POPTR_009G048000v3
Potri.009G048100	POPTR_009G048100v3
Potri.009G048200	POPTR_009G048200v3
Potri.009G048300	POPTR_009G048300v3
Potri.009G048400	POPTR_009G048400v3
Potri.009G048700	POPTR_009G048700v3
Potri.009G048800	POPTR_009G048800v3
Potri.009G048900	POPTR_009G048900v3
Potri.009G049000	POPTR_009G049000v3
Potri.009G049100	POPTR_009G049100v3
Potri.009G049200	POPTR_009G049200v3
Potri.009G049300	POPTR_009G049300v3
Potri.009G049400	POPTR_009G049400v3
Potri.009G049500	POPTR_009G049500v3
Potri.009G049600	POPTR_009G049600v3
Potri.009G049700	POPTR_009G049700v3
Potri.009G049800	POPTR_009G049800v3
Potri.009G049900	POPTR_009G049900v3
Potri.009G050000	POPTR_009G050000v3
Potri.009G050100	POPTR_009G050100v3
Potri.009G050200	POPTR_009G050200v3
Potri.009G050300	POPTR_009G050300v3
Potri.009G050500	POPTR_009G050500v3
Potri.009G050600	POPTR_009G050600v3
Potri.009G050700	POPTR_009G050700v3
Potri.009G050900	POPTR_009G050900v3
Potri.009G051000	POPTR_009G051000v3
Potri.009G051100	POPTR_009G051100v3
Potri.009G051200	POPTR_009G051200v3
Potri.009G051300	POPTR_009G051300v3
Potri.009G051400	POPTR_009G051400v3
Potri.009G051500	POPTR_009G051500v3
Potri.009G051600	POPTR_009G051600v3
Potri.009G051800	POPTR_009G051800v3
Potri.009G051900	POPTR_009G051900v3
Potri.009G052000	POPTR_009G052000v3
Potri.009G052200	POPTR_009G052200v3
Potri.009G052300	POPTR_009G052300v3
Potri.009G052400	POPTR_009G052400v3
Potri.009G052500	POPTR_009G052500v3
Potri.009G052600	POPTR_009G052600v3
Potri.009G052700	POPTR_009G052700v3
Potri.009G052800	POPTR_009G052800v3
Potri.009G052900	POPTR_009G052900v3
Potri.009G053000	POPTR_009G053000v3
Potri.009G053200	POPTR_009G053200v3
Potri.009G053300	POPTR_009G053300v3
Potri.009G053400	POPTR_009G053400v3
Potri.009G053500	POPTR_009G053500v3
Potri.009G053700	POPTR_009G053700v3
Potri.009G053800	POPTR_009G053800v3
Potri.009G053900	POPTR_009G053900v3
Potri.009G054000	POPTR_009G054000v3
Potri.009G054200	POPTR_009G054200v3
Potri.009G054300	POPTR_009G054300v3
Potri.009G054400	POPTR_009G054400v3
Potri.009G054500	POPTR_009G054500v3
Potri.009G054600	POPTR_009G054600v3
Potri.009G054700	POPTR_009G054700v3
Potri.009G054800	POPTR_009G054800v3
Potri.009G054900	POPTR_009G054900v3
Potri.009G055000	POPTR_009G055000v3
Potri.009G055100	POPTR_009G055100v3
Potri.009G055200	POPTR_009G055200v3
Potri.009G055400	POPTR_009G055400v3
Potri.009G055500	POPTR_009G055500v3
Potri.009G055600	POPTR_009G055600v3
Potri.009G055700	POPTR_009G055700v3
Potri.009G055800	POPTR_009G055800v3
Potri.009G055900	POPTR_009G055900v3
Potri.009G056000	POPTR_009G056000v3
Potri.009G056200	POPTR_009G056200v3
Potri.009G056301	POPTR_009G056301v3
Potri.009G056400	POPTR_009G056400v3
Potri.009G056500	POPTR_009G056500v3
Potri.009G056600	POPTR_009G056600v3
Potri.009G056700	POPTR_009G056700v3
Potri.009G056800	POPTR_009G056800v3
Potri.009G056900	POPTR_009G056900v3
Potri.009G057100	POPTR_009G057100v3
Potri.009G057200	POPTR_009G057200v3
Potri.009G057300	POPTR_009G057300v3
Potri.009G057500	POPTR_009G057500v3
Potri.009G057600	POPTR_009G057600v3
Potri.009G057800	POPTR_009G057800v3
Potri.009G057900	POPTR_009G057900v3
Potri.009G058000	POPTR_009G058000v3
Potri.009G058100	POPTR_009G058100v3
Potri.009G058200	POPTR_009G058200v3
Potri.009G058300	POPTR_009G058300v3
Potri.009G058500	POPTR_009G058500v3
Potri.009G058600	POPTR_009G058600v3
Potri.009G058800	POPTR_009G058800v3
Potri.009G058900	POPTR_009G058900v3
Potri.009G059000	POPTR_009G059000v3
Potri.009G059100	POPTR_009G059100v3
Potri.009G059200	POPTR_009G059200v3
Potri.009G059300	POPTR_009G059300v3
Potri.009G059400	POPTR_009G059400v3
Potri.009G059500	POPTR_009G059500v3
Potri.009G059600	POPTR_009G059600v3
Potri.009G059700	POPTR_009G059700v3
Potri.009G059800	POPTR_009G059800v3
Potri.009G059900	POPTR_009G059900v3
Potri.009G060000	POPTR_009G060000v3
Potri.009G060200	POPTR_009G060200v3
Potri.009G060300	POPTR_009G060300v3
Potri.009G060400	POPTR_009G060400v3
Potri.009G060500	POPTR_009G060500v3
Potri.009G060600	POPTR_009G060600v3
Potri.009G060800	POPTR_009G060800v3
Potri.009G061000	POPTR_009G061000v3
Potri.009G061100	POPTR_009G061100v3
Potri.009G061300	POPTR_009G061300v3
Potri.009G061500	POPTR_009G061500v3
Potri.009G061600	POPTR_009G061600v3
Potri.009G061700	POPTR_009G061700v3
Potri.009G061800	POPTR_009G061800v3
Potri.009G061900	POPTR_009G061900v3
Potri.009G062100	POPTR_009G062100v3
Potri.009G062200	POPTR_009G062200v3
Potri.009G062300	POPTR_009G062300v3
Potri.009G062400	POPTR_009G062400v3
Potri.009G062500	POPTR_009G062500v3
Potri.009G062600	POPTR_009G062600v3
Potri.009G062700	POPTR_009G062700v3
Potri.009G062901	POPTR_009G062901v3
Potri.009G063200	POPTR_009G063200v3
Potri.009G063300	POPTR_009G063300v3
Potri.009G063400	POPTR_009G063400v3
Potri.009G063500	POPTR_009G063500v3
Potri.009G063600	POPTR_009G063600v3
Potri.009G063700	POPTR_009G063700v3
Potri.009G063800	POPTR_009G063800v3
Potri.009G063900	POPTR_009G063900v3
Potri.009G064000	POPTR_009G064000v3
Potri.009G064100	POPTR_009G064100v3
Potri.009G064200	POPTR_009G064200v3
Potri.009G064300	POPTR_009G064300v3
Potri.009G064500	POPTR_009G064500v3
Potri.009G064600	POPTR_009G064600v3
Potri.009G064700	POPTR_009G064700v3
Potri.009G064800	POPTR_009G064800v3
Potri.009G064900	POPTR_009G064900v3
Potri.009G065000	POPTR_009G065000v3
Potri.009G065100	POPTR_009G065100v3
Potri.009G065300	POPTR_009G065300v3
Potri.009G065500	POPTR_009G065500v3
Potri.009G065600	POPTR_009G065600v3
Potri.009G065800	POPTR_009G065800v3
Potri.009G065900	POPTR_009G065900v3
Potri.009G066000	POPTR_009G066000v3
Potri.009G066100	POPTR_009G066100v3
Potri.009G066200	POPTR_009G066200v3
Potri.009G066300	POPTR_009G066300v3
Potri.009G066400	POPTR_009G066400v3
Potri.009G066500	POPTR_009G066500v3
Potri.009G066600	POPTR_009G066600v3
Potri.009G066800	POPTR_009G066800v3
Potri.009G066900	POPTR_009G066900v3
Potri.009G067000	POPTR_009G067000v3
Potri.009G067100	POPTR_009G067100v3
Potri.009G067300	POPTR_009G067300v3
Potri.009G067400	POPTR_009G067400v3
Potri.009G067500	POPTR_009G067500v3
Potri.009G067600	POPTR_009G067600v3
Potri.009G067700	POPTR_009G067700v3
Potri.009G067800	POPTR_009G067800v3
Potri.009G068000	POPTR_009G068000v3
Potri.009G068100	POPTR_009G068100v3
Potri.009G068200	POPTR_009G068200v3
Potri.009G068300	POPTR_009G068300v3
Potri.009G068400	POPTR_009G068400v3
Potri.009G068600	POPTR_009G068600v3
Potri.009G068800	POPTR_009G068800v3
Potri.009G068900	POPTR_009G068900v3
Potri.009G069000	POPTR_009G069000v3
Potri.009G069100	POPTR_009G069100v3
Potri.009G069200	POPTR_009G069200v3
Potri.009G069300	POPTR_009G069300v3
Potri.009G069400	POPTR_009G069400v3
Potri.009G069600	POPTR_009G069600v3
Potri.009G069700	POPTR_009G069700v3
Potri.009G069800	POPTR_009G069800v3
Potri.009G069900	POPTR_009G069900v3
Potri.009G070000	POPTR_009G070000v3
Potri.009G070100	POPTR_009G070100v3
Potri.009G070201	POPTR_009G070201v3
Potri.009G070300	POPTR_009G070300v3
Potri.009G070400	POPTR_009G070400v3
Potri.009G070600	POPTR_009G070600v3
Potri.009G070700	POPTR_009G070700v3
Potri.009G070800	POPTR_009G070800v3
Potri.009G070900	POPTR_009G070900v3
Potri.009G071100	POPTR_009G071100v3
Potri.009G071400	POPTR_009G071400v3
Potri.009G071600	POPTR_009G071600v3
Potri.009G071700	POPTR_009G071700v3
Potri.009G071800	POPTR_009G071800v3
Potri.009G071900	POPTR_009G071900v3
Potri.009G072000	POPTR_009G072000v3
Potri.009G072201	POPTR_009G072201v3
Potri.009G072300	POPTR_009G072300v3
Potri.009G072400	POPTR_009G072400v3
Potri.009G072500	POPTR_009G072500v3
Potri.009G072600	POPTR_009G072600v3
Potri.009G072800	POPTR_009G072800v3
Potri.009G072900	POPTR_009G072900v3
Potri.009G073000	POPTR_009G073000v3
Potri.009G073200	POPTR_009G073200v3
Potri.009G073300	POPTR_009G073300v3
Potri.009G073400	POPTR_009G073400v3
Potri.009G073500	POPTR_009G073500v3
Potri.009G073600	POPTR_009G073600v3
Potri.009G073800	POPTR_009G073800v3
Potri.009G073900	POPTR_009G073900v3
Potri.009G074100	POPTR_009G074100v3
Potri.009G074200	POPTR_009G074200v3
Potri.009G074300	POPTR_009G074300v3
Potri.009G074400	POPTR_009G074400v3
Potri.009G074700	POPTR_009G074700v3
Potri.009G074800	POPTR_009G074800v3
Potri.009G074900	POPTR_009G074900v3
Potri.009G075000	POPTR_009G075000v3
Potri.009G075100	POPTR_009G075100v3
Potri.009G075200	POPTR_009G075200v3
Potri.009G075300	POPTR_009G075300v3
Potri.009G075400	POPTR_009G075400v3
Potri.009G075500	POPTR_009G075500v3
Potri.009G075600	POPTR_009G075600v3
Potri.009G075700	POPTR_009G075700v3
Potri.009G075800	POPTR_009G075800v3
Potri.009G075900	POPTR_009G075900v3
Potri.009G076000	POPTR_009G076000v3
Potri.009G076100	POPTR_009G076100v3
Potri.009G076200	POPTR_009G076200v3
Potri.009G076300	POPTR_009G076300v3
Potri.009G076400	POPTR_009G076400v3
Potri.009G076500	POPTR_009G076500v3
Potri.009G076600	POPTR_009G076600v3
Potri.009G076900	POPTR_009G076900v3
Potri.009G077000	POPTR_009G077000v3
Potri.009G077100	POPTR_009G077100v3
Potri.009G077200	POPTR_009G077200v3
Potri.009G077400	POPTR_009G077400v3
Potri.009G077500	POPTR_009G077500v3
Potri.009G077600	POPTR_009G077600v3
Potri.009G077700	POPTR_009G077700v3
Potri.009G077800	POPTR_009G077800v3
Potri.009G077900	POPTR_009G077900v3
Potri.009G078000	POPTR_009G078000v3
Potri.009G078100	POPTR_009G078100v3
Potri.009G078200	POPTR_009G078200v3
Potri.009G078400	POPTR_009G078400v3
Potri.009G078500	POPTR_009G078500v3
Potri.009G078600	POPTR_009G078600v3
Potri.009G078700	POPTR_009G078700v3
Potri.009G078750	POPTR_009G078750v3
Potri.009G078800	POPTR_009G078800v3
Potri.009G078900	POPTR_009G078900v3
Potri.009G079000	POPTR_009G079000v3
Potri.009G079500	POPTR_009G079500v3
Potri.009G079600	POPTR_009G079600v3
Potri.009G079700	POPTR_009G079700v3
Potri.009G079800	POPTR_009G079800v3
Potri.009G079900	POPTR_009G079900v3
Potri.009G080000	POPTR_009G080000v3
Potri.009G080100	POPTR_009G080100v3
Potri.009G080200	POPTR_009G080200v3
Potri.009G080300	POPTR_009G080300v3
Potri.009G080400	POPTR_009G080400v3
Potri.009G080500	POPTR_009G080500v3
Potri.009G080600	POPTR_009G080600v3
Potri.009G080700	POPTR_009G080700v3
Potri.009G080800	POPTR_009G080800v3
Potri.009G081000	POPTR_009G081000v3
Potri.009G081100	POPTR_009G081100v3
Potri.009G081150	POPTR_009G081150v3
Potri.009G081200	POPTR_009G081200v3
Potri.009G081300	POPTR_009G081300v3
Potri.009G081400	POPTR_009G081400v3
Potri.009G081500	POPTR_009G081500v3
Potri.009G081600	POPTR_009G081600v3
Potri.009G081800	POPTR_009G081800v3
Potri.009G081900	POPTR_009G081900v3
Potri.009G082100	POPTR_009G082100v3
Potri.009G082200	POPTR_009G082200v3
Potri.009G082300	POPTR_009G082300v3
Potri.009G082400	POPTR_009G082400v3
Potri.009G082500	POPTR_009G082500v3
Potri.009G082600	POPTR_009G082600v3
Potri.009G082700	POPTR_009G082700v3
Potri.009G082800	POPTR_009G082800v3
Potri.009G082900	POPTR_009G082900v3
Potri.009G083000	POPTR_009G083000v3
Potri.009G083100	POPTR_009G083100v3
Potri.009G083300	POPTR_009G083300v3
Potri.009G083500	POPTR_009G083500v3
Potri.009G083600	POPTR_009G083600v3
Potri.009G083800	POPTR_009G083800v3
Potri.009G083900	POPTR_009G083900v3
